ALA DI STURA;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;35;;
ALA DI STURA;;UNIONE DI CENTRO;31;;
ALA DI STURA;;FUTURO E LIBERTA';1;;
ALA DI STURA;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;2;;
ALA DI STURA;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;2;;
ALA DI STURA;ROBERTO FIORE ;FORZA NUOVA;0;;
ALA DI STURA;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
ALA DI STURA;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;0;;
ALBIANO D'IVREA;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;234;;
ALBIANO D'IVREA;;SINISTRA ECOLOGIA LIBERTA';36;;
ALBIANO D'IVREA;;CENTRO DEMOCRATICO;3;;
ALBIANO D'IVREA;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';282;;
ALBIANO D'IVREA;;LEGA NORD;41;;
ALBIANO D'IVREA;;FRATELLI D'ITALIA;35;;
ALBIANO D'IVREA;;PARTITO PENSIONATI;10;;
ALBIANO D'IVREA;;LA DESTRA;8;;
ALBIANO D'IVREA;;MIR - MODERATI IN RIVOLUZIONE;1;;
ALBIANO D'IVREA;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;282;;
ALBIANO D'IVREA;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;83;;
ALBIANO D'IVREA;;UNIONE DI CENTRO;4;;
ALBIANO D'IVREA;;FUTURO E LIBERTA';3;;
ALBIANO D'IVREA;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;9;;
ALBIANO D'IVREA;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;7;;
ALBIANO D'IVREA;ROBERTO FIORE ;FORZA NUOVA;1;;
ALBIANO D'IVREA;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
ALBIANO D'IVREA;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;3;;
ALICE SUPERIORE;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;110;;
ALICE SUPERIORE;;SINISTRA ECOLOGIA LIBERTA';10;;
ALICE SUPERIORE;;CENTRO DEMOCRATICO;0;;
ALICE SUPERIORE;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';67;;
ALICE SUPERIORE;;LEGA NORD;19;;
ALICE SUPERIORE;;PARTITO PENSIONATI;5;;
ALICE SUPERIORE;;LA DESTRA;3;;
ALICE SUPERIORE;;FRATELLI D'ITALIA;2;;
ALICE SUPERIORE;;MIR - MODERATI IN RIVOLUZIONE;1;;
ALICE SUPERIORE;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;143;;
ALICE SUPERIORE;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;30;;
ALICE SUPERIORE;;FUTURO E LIBERTA';3;;
ALICE SUPERIORE;;UNIONE DI CENTRO;0;;
ALICE SUPERIORE;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;11;;
ALICE SUPERIORE;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;3;;
ALICE SUPERIORE;ROBERTO FIORE ;FORZA NUOVA;1;;
ALICE SUPERIORE;SIMONE DI STEFANO ;CASAPOUND ITALIA;0;;
ALICE SUPERIORE;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;2;;
ALMESE;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;726;;
ALMESE;;SINISTRA ECOLOGIA LIBERTA';132;;
ALMESE;;CENTRO DEMOCRATICO;10;;
ALMESE;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';594;;
ALMESE;;LEGA NORD;142;;
ALMESE;;FRATELLI D'ITALIA;67;;
ALMESE;;PARTITO PENSIONATI;33;;
ALMESE;;LA DESTRA;9;;
ALMESE;;MIR - MODERATI IN RIVOLUZIONE;5;;
ALMESE;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1656;;
ALMESE;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;451;;
ALMESE;;UNIONE DI CENTRO;27;;
ALMESE;;FUTURO E LIBERTA';6;;
ALMESE;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;119;;
ALMESE;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;37;;
ALMESE;ROBERTO FIORE ;FORZA NUOVA;4;;
ALMESE;SIMONE DI STEFANO ;CASAPOUND ITALIA;11;;
ALMESE;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;6;;
ALPETTE;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;32;;
ALPETTE;;SINISTRA ECOLOGIA LIBERTA';5;;
ALPETTE;;CENTRO DEMOCRATICO;0;;
ALPETTE;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';40;;
ALPETTE;;LEGA NORD;12;;
ALPETTE;;FRATELLI D'ITALIA;3;;
ALPETTE;;PARTITO PENSIONATI;2;;
ALPETTE;;LA DESTRA;0;;
ALPETTE;;MIR - MODERATI IN RIVOLUZIONE;0;;
ALPETTE;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;31;;
ALPETTE;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;17;;
ALPETTE;;UNIONE DI CENTRO;16;;
ALPETTE;;FUTURO E LIBERTA';1;;
ALPETTE;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;1;;
ALPETTE;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;1;;
ALPETTE;ROBERTO FIORE ;FORZA NUOVA;0;;
ALPETTE;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
ALPETTE;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;0;;
ALPIGNANO;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;2935;;
ALPIGNANO;;SINISTRA ECOLOGIA LIBERTA';539;;
ALPIGNANO;;CENTRO DEMOCRATICO;19;;
ALPIGNANO;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';1667;;
ALPIGNANO;;LEGA NORD;290;;
ALPIGNANO;;FRATELLI D'ITALIA;188;;
ALPIGNANO;;PARTITO PENSIONATI;90;;
ALPIGNANO;;LA DESTRA;39;;
ALPIGNANO;;MIR - MODERATI IN RIVOLUZIONE;2;;
ALPIGNANO;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3581;;
ALPIGNANO;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;991;;
ALPIGNANO;;UNIONE DI CENTRO;69;;
ALPIGNANO;;FUTURO E LIBERTA';35;;
ALPIGNANO;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;285;;
ALPIGNANO;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;134;;
ALPIGNANO;ROBERTO FIORE ;FORZA NUOVA;33;;
ALPIGNANO;SIMONE DI STEFANO ;CASAPOUND ITALIA;21;;
ALPIGNANO;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;18;;
ANDEZENO;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;169;;
ANDEZENO;;SINISTRA ECOLOGIA LIBERTA';34;;
ANDEZENO;;CENTRO DEMOCRATICO;1;;
ANDEZENO;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';276;;
ANDEZENO;;LEGA NORD;94;;
ANDEZENO;;FRATELLI D'ITALIA;34;;
ANDEZENO;;PARTITO PENSIONATI;11;;
ANDEZENO;;LA DESTRA;7;;
ANDEZENO;;MIR - MODERATI IN RIVOLUZIONE;2;;
ANDEZENO;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;431;;
ANDEZENO;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;116;;
ANDEZENO;;UNIONE DI CENTRO;18;;
ANDEZENO;;FUTURO E LIBERTA';4;;
ANDEZENO;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;27;;
ANDEZENO;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;17;;
ANDEZENO;ROBERTO FIORE ;FORZA NUOVA;3;;
ANDEZENO;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
ANDEZENO;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;5;;
ANDRATE;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;53;;
ANDRATE;;SINISTRA ECOLOGIA LIBERTA';10;;
ANDRATE;;CENTRO DEMOCRATICO;0;;
ANDRATE;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';40;;
ANDRATE;;LEGA NORD;18;;
ANDRATE;;FRATELLI D'ITALIA;3;;
ANDRATE;;LA DESTRA;2;;
ANDRATE;;PARTITO PENSIONATI;1;;
ANDRATE;;MIR - MODERATI IN RIVOLUZIONE;0;;
ANDRATE;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;102;;
ANDRATE;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;24;;
ANDRATE;;FUTURO E LIBERTA';3;;
ANDRATE;;UNIONE DI CENTRO;2;;
ANDRATE;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;7;;
ANDRATE;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;3;;
ANDRATE;ROBERTO FIORE ;FORZA NUOVA;0;;
ANDRATE;SIMONE DI STEFANO ;CASAPOUND ITALIA;0;;
ANDRATE;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;0;;
ANGROGNA;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;102;;
ANGROGNA;;SINISTRA ECOLOGIA LIBERTA';40;;
ANGROGNA;;CENTRO DEMOCRATICO;1;;
ANGROGNA;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';64;;
ANGROGNA;;LEGA NORD;15;;
ANGROGNA;;PARTITO PENSIONATI;5;;
ANGROGNA;;FRATELLI D'ITALIA;3;;
ANGROGNA;;MIR - MODERATI IN RIVOLUZIONE;1;;
ANGROGNA;;LA DESTRA;0;;
ANGROGNA;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;141;;
ANGROGNA;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;40;;
ANGROGNA;;FUTURO E LIBERTA';2;;
ANGROGNA;;UNIONE DI CENTRO;2;;
ANGROGNA;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;27;;
ANGROGNA;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;3;;
ANGROGNA;ROBERTO FIORE ;FORZA NUOVA;1;;
ANGROGNA;SIMONE DI STEFANO ;CASAPOUND ITALIA;0;;
ANGROGNA;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;2;;
ARIGNANO;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;95;;
ARIGNANO;;SINISTRA ECOLOGIA LIBERTA';14;;
ARIGNANO;;CENTRO DEMOCRATICO;4;;
ARIGNANO;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';213;;
ARIGNANO;;LEGA NORD;33;;
ARIGNANO;;FRATELLI D'ITALIA;19;;
ARIGNANO;;PARTITO PENSIONATI;4;;
ARIGNANO;;LA DESTRA;2;;
ARIGNANO;;MIR - MODERATI IN RIVOLUZIONE;1;;
ARIGNANO;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;217;;
ARIGNANO;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;63;;
ARIGNANO;;UNIONE DI CENTRO;10;;
ARIGNANO;;FUTURO E LIBERTA';1;;
ARIGNANO;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;11;;
ARIGNANO;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;7;;
ARIGNANO;ROBERTO FIORE ;FORZA NUOVA;1;;
ARIGNANO;SIMONE DI STEFANO ;CASAPOUND ITALIA;0;;
ARIGNANO;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;0;;
AVIGLIANA;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;1504;;
AVIGLIANA;;SINISTRA ECOLOGIA LIBERTA';305;;
AVIGLIANA;;CENTRO DEMOCRATICO;17;;
AVIGLIANA;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';1304;;
AVIGLIANA;;LEGA NORD;295;;
AVIGLIANA;;FRATELLI D'ITALIA;155;;
AVIGLIANA;;PARTITO PENSIONATI;55;;
AVIGLIANA;;LA DESTRA;37;;
AVIGLIANA;;MIR - MODERATI IN RIVOLUZIONE;9;;
AVIGLIANA;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2970;;
AVIGLIANA;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;737;;
AVIGLIANA;;UNIONE DI CENTRO;51;;
AVIGLIANA;;FUTURO E LIBERTA';29;;
AVIGLIANA;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;267;;
AVIGLIANA;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;68;;
AVIGLIANA;ROBERTO FIORE ;FORZA NUOVA;22;;
AVIGLIANA;SIMONE DI STEFANO ;CASAPOUND ITALIA;11;;
AVIGLIANA;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;16;;
AZEGLIO;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;166;;
AZEGLIO;;SINISTRA ECOLOGIA LIBERTA';21;;
AZEGLIO;;CENTRO DEMOCRATICO;0;;
AZEGLIO;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';156;;
AZEGLIO;;LEGA NORD;46;;
AZEGLIO;;FRATELLI D'ITALIA;25;;
AZEGLIO;;PARTITO PENSIONATI;17;;
AZEGLIO;;MIR - MODERATI IN RIVOLUZIONE;2;;
AZEGLIO;;LA DESTRA;1;;
AZEGLIO;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;234;;
AZEGLIO;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;65;;
AZEGLIO;;UNIONE DI CENTRO;12;;
AZEGLIO;;FUTURO E LIBERTA';1;;
AZEGLIO;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;9;;
AZEGLIO;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;9;;
AZEGLIO;ROBERTO FIORE ;FORZA NUOVA;4;;
AZEGLIO;SIMONE DI STEFANO ;CASAPOUND ITALIA;2;;
AZEGLIO;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;3;;
BAIRO;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;91;;
BAIRO;;SINISTRA ECOLOGIA LIBERTA';15;;
BAIRO;;CENTRO DEMOCRATICO;0;;
BAIRO;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';141;;
BAIRO;;LEGA NORD;42;;
BAIRO;;FRATELLI D'ITALIA;15;;
BAIRO;;PARTITO PENSIONATI;9;;
BAIRO;;MIR - MODERATI IN RIVOLUZIONE;1;;
BAIRO;;LA DESTRA;0;;
BAIRO;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;119;;
BAIRO;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;38;;
BAIRO;;UNIONE DI CENTRO;7;;
BAIRO;;FUTURO E LIBERTA';6;;
BAIRO;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;2;;
BAIRO;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;3;;
BAIRO;ROBERTO FIORE ;FORZA NUOVA;1;;
BAIRO;SIMONE DI STEFANO ;CASAPOUND ITALIA;0;;
BAIRO;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;1;;
BALANGERO;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;438;;
BALANGERO;;SINISTRA ECOLOGIA LIBERTA';45;;
BALANGERO;;CENTRO DEMOCRATICO;1;;
BALANGERO;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';435;;
BALANGERO;;LEGA NORD;133;;
BALANGERO;;FRATELLI D'ITALIA;40;;
BALANGERO;;PARTITO PENSIONATI;28;;
BALANGERO;;LA DESTRA;9;;
BALANGERO;;MIR - MODERATI IN RIVOLUZIONE;6;;
BALANGERO;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;550;;
BALANGERO;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;165;;
BALANGERO;;UNIONE DI CENTRO;24;;
BALANGERO;;FUTURO E LIBERTA';7;;
BALANGERO;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;37;;
BALANGERO;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;20;;
BALANGERO;ROBERTO FIORE ;FORZA NUOVA;5;;
BALANGERO;SIMONE DI STEFANO ;CASAPOUND ITALIA;3;;
BALANGERO;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;1;;
BALDISSERO CANAVESE;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;58;;
BALDISSERO CANAVESE;;SINISTRA ECOLOGIA LIBERTA';2;;
BALDISSERO CANAVESE;;CENTRO DEMOCRATICO;0;;
BALDISSERO CANAVESE;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';58;;
BALDISSERO CANAVESE;;FRATELLI D'ITALIA;17;;
BALDISSERO CANAVESE;;LEGA NORD;13;;
BALDISSERO CANAVESE;;PARTITO PENSIONATI;3;;
BALDISSERO CANAVESE;;LA DESTRA;0;;
BALDISSERO CANAVESE;;MIR - MODERATI IN RIVOLUZIONE;0;;
BALDISSERO CANAVESE;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;73;;
BALDISSERO CANAVESE;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;19;;
BALDISSERO CANAVESE;;FUTURO E LIBERTA';2;;
BALDISSERO CANAVESE;;UNIONE DI CENTRO;2;;
BALDISSERO CANAVESE;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;5;;
BALDISSERO CANAVESE;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;9;;
BALDISSERO CANAVESE;ROBERTO FIORE ;FORZA NUOVA;0;;
BALDISSERO CANAVESE;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
BALDISSERO CANAVESE;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;0;;
BALDISSERO TORINESE;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;514;;
BALDISSERO TORINESE;;SINISTRA ECOLOGIA LIBERTA';107;;
BALDISSERO TORINESE;;CENTRO DEMOCRATICO;8;;
BALDISSERO TORINESE;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';442;;
BALDISSERO TORINESE;;LEGA NORD;114;;
BALDISSERO TORINESE;;FRATELLI D'ITALIA;70;;
BALDISSERO TORINESE;;PARTITO PENSIONATI;15;;
BALDISSERO TORINESE;;LA DESTRA;7;;
BALDISSERO TORINESE;;MIR - MODERATI IN RIVOLUZIONE;0;;
BALDISSERO TORINESE;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;580;;
BALDISSERO TORINESE;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;384;;
BALDISSERO TORINESE;;UNIONE DI CENTRO;20;;
BALDISSERO TORINESE;;FUTURO E LIBERTA';13;;
BALDISSERO TORINESE;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;56;;
BALDISSERO TORINESE;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;58;;
BALDISSERO TORINESE;ROBERTO FIORE ;FORZA NUOVA;9;;
BALDISSERO TORINESE;SIMONE DI STEFANO ;CASAPOUND ITALIA;3;;
BALDISSERO TORINESE;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;3;;
BALME;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;18;;
BALME;;SINISTRA ECOLOGIA LIBERTA';3;;
BALME;;CENTRO DEMOCRATICO;0;;
BALME;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';10;;
BALME;;LEGA NORD;8;;
BALME;;FRATELLI D'ITALIA;1;;
BALME;;LA DESTRA;1;;
BALME;;MIR - MODERATI IN RIVOLUZIONE;0;;
BALME;;PARTITO PENSIONATI;0;;
BALME;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;10;;
BALME;MARIO MONTI ;UNIONE DI CENTRO;2;;
BALME;;SCELTA CIVICA CON MONTI PER L'ITALIA;1;;
BALME;;FUTURO E LIBERTA';1;;
BALME;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;2;;
BALME;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;2;;
BALME;ROBERTO FIORE ;FORZA NUOVA;0;;
BALME;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
BALME;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;0;;
BANCHETTE;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;572;;
BANCHETTE;;SINISTRA ECOLOGIA LIBERTA';76;;
BANCHETTE;;CENTRO DEMOCRATICO;8;;
BANCHETTE;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';290;;
BANCHETTE;;LEGA NORD;49;;
BANCHETTE;;FRATELLI D'ITALIA;19;;
BANCHETTE;;PARTITO PENSIONATI;10;;
BANCHETTE;;LA DESTRA;8;;
BANCHETTE;;MIR - MODERATI IN RIVOLUZIONE;0;;
BANCHETTE;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;516;;
BANCHETTE;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;180;;
BANCHETTE;;UNIONE DI CENTRO;16;;
BANCHETTE;;FUTURO E LIBERTA';6;;
BANCHETTE;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;46;;
BANCHETTE;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;21;;
BANCHETTE;ROBERTO FIORE ;FORZA NUOVA;7;;
BANCHETTE;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
BANCHETTE;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;7;;
BARBANIA;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;195;;
BARBANIA;;SINISTRA ECOLOGIA LIBERTA';19;;
BARBANIA;;CENTRO DEMOCRATICO;1;;
BARBANIA;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';231;;
BARBANIA;;LEGA NORD;72;;
BARBANIA;;FRATELLI D'ITALIA;25;;
BARBANIA;;PARTITO PENSIONATI;8;;
BARBANIA;;LA DESTRA;1;;
BARBANIA;;MIR - MODERATI IN RIVOLUZIONE;1;;
BARBANIA;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;258;;
BARBANIA;MARIO MONTI ;SCELTA CIVICA CON MONTI PER L'ITALIA;103;;
BARBANIA;;UNIONE DI CENTRO;13;;
BARBANIA;;FUTURO E LIBERTA';1;;
BARBANIA;ANTONIO INGROIA ;RIVOLUZIONE CIVILE;21;;
BARBANIA;OSCAR FULVIO GIANNINO ;FARE PER FERMARE IL DECLINO;8;;
BARBANIA;ROBERTO FIORE ;FORZA NUOVA;9;;
BARBANIA;SIMONE DI STEFANO ;CASAPOUND ITALIA;1;;
BARBANIA;LUCA ROMAGNOLI ;FIAMMA TRICOLORE;6;;
BARDONECCHIA;PIER LUIGI BERSANI ;PARTITO DEMOCRATICO;306;;
BARDONECCHIA;;SINISTRA ECOLOGIA LIBERTA';35;;
BARDONECCHIA;;CENTRO DEMOCRATICO;2;;
BARDONECCHIA;SILVIO BERLUSCONI ;IL POPOLO DELLA LIBERTA';507;;
BARDONECCHIA;;LEGA NORD;104;;
BARDONECCHIA;;FRATELLI D'ITALIA;93;;
BARDONECCHIA;;PARTITO PENSIONATI;16;;
BARDONECCHIA;;LA DESTRA;11;;
BARDONECCHIA;;MIR - MODERATI IN RIVOLUZIONE;1;;
BARDONECCHIA;GIUSEPPE PIERO GRILLO ;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;450;;
